上市日期,代理發言人,住址,傳真機號碼,公司代號,公司名稱,公司簡稱,出表日期,外國企業註冊地國,實收資本額,已發行普通股數或TDR原股發行股數,成立日期,普通股每股面額,營利事業統一編號,特別股,產業別,發言人,發言人職稱,私募股數,簽證會計師1,簽證會計師2,簽證會計師事務所,網址,編制財務報表類型,總機電話,總經理,股票過戶機構,英文簡稱,英文通訊地址,董事長,過戶地址,過戶電話,電子郵件信箱
20020826,谷成祥,台中市神岡區中山路1056號,(04)25614696,1540,喬福機械工業股份有限公司,喬福,1150901,－ ,854736120,85473612,19840808,新台幣                 10.0000元,52903090,0,05,陳文助,會計課長,0,劉美蘭,賴志維,資誠聯合會計師事務所,www.johnford.com.tw,2,(04)25624721,詹正淦,統一綜合證券股份有限公司,　ROUNDTOP　,"　　1056,Chungshan Rd.,ShenKang Dist,Taichung City,Taiwan R.O.C.　　Taichung City,Taiwan R.O.C.",林聖明,台北市東興路８號Ｂ１F,(02)27463797,misc@johnford.com.tw
20030319,林美君,台中市后里區南村路41號,04-25574960,1541,錩泰工業股份有限公司,錩泰,1150901,－ ,788000000,78800000,19890421,新台幣                 10.0000元,23248433,0,05,賈雨翰,稽核主管,0,羅文振,黃宇廷,安永聯合會計師事務所,www.toty.com.tw,1,04-25580669,張經金,台新證券股務代理部,Chang Type,"No 41 Nan-tsuen RoadHo-Li , Taichung City , Taiwan",張經金,台北市建國北路一段96號地下一樓,02-25048125,Joanne.lin@mail.toty.com.tw'
20141223,周俊伸,台中市太平區永成路78號,(04)22751789,1558,伸興工業股份有限公司,伸興,1150901,－ ,645356310,64535631,19750103,新台幣                 10.0000元,55754185,0,05,莊子禾,協理,0,黃靖雅,羅文振,安永聯合會計師事務所,www.zenghsing.com.tw/,1,(04)22785177,劉棟樑,永豐金證券股份有限公司,ZENG HSING,"No. 78, Yong Cheng Rd., Taiping District, Taichung City, Taiwan, R.O.C.Taichung City, Taiwan, R.O.C.",林志誠,臺北市中正區博愛路17號3樓,(02)23816288,spokesman@zenghsing.com.tw
20050131,白景中,新北市鶯歌區中山路64號,02-26797562,1560,中國砂輪企業股份有限公司,中砂,1150901,－ ,1502894560,150289456,19640708,新台幣                 10.0000元,03089008,0,05,李偉彰,總經理,0,劉明賢,陳建瑋,勤業眾信聯合會計師事務所,www.kinik.com.tw,1,02-26791931,李偉彰,凱基證券股份有限公司,KINIK,"No.64,Zhongshan Rd., Yingge Dist.,New Taipei City 23942, Taiwan(R.O.C.)",林伯全,台北市100重慶南路一段2號5樓,02-23892999,ir@kinik.com.tw
20240513,王惠斐,640雲林縣斗六市雲科路三段八十號,05-5514567,1563,巧新科技工業股份有限公司,巧新,1150901,－ ,2256081400,225608140,19940624,新台幣                 10.0000元,84980915,0,12,黃冠賓,副總經理,0,劉美蘭,賴志維,資誠聯合會計師事務所,www.superalloy.tw,1,05-5512288,黃聰榮,兆豐證券股份有限公司股務代理部,SAI,"No.80, Sec. 3,Yun-Ko RoadDou Liu,Yun-Lin County  640, TAIWAN　　",黃聰榮,台北市中正區忠孝東路2段95號1樓,02-33930898,info@superalloy.tw
20140514,鄭麗君,62154嘉義縣民雄鄉福樂村中山路18號,05-2216811,1568,倉佑實業股份有限公司,倉佑,1150901,－ ,1030865590,103086559,19850116,新台幣                 10.0000元,66654986,0,12,蔡玫芳,經理,0,陳秀雯,陳珍麗,勤業眾信聯合會計師事務所,www.tsangyow.com.tw,1,05-2200888,蘇祈祜,凱基證券股份有限公司,T.Y.,"No. 18 Chung-Shan Rd., Fu-Lo Village Min-Hsiung Industrial Park,Chia  Yi  County, Taiwan R.O.C.",蘇祈澤,台北市重慶南路1段2號5樓,02-23892999,public@tsangyow.com.tw
20091217,劉皇佑,新北市中和區建康路168號9樓,02-66216000,1582,信錦企業股份有限公司,信錦,1150901,－ ,1442686040,144268604,19790707,新台幣                 10.0000元,35966577,0,28,黃逸群,董事長特別助理,0,李東峰,周仕杰,勤業眾信會計師事務所,www.syncmold.com.tw,1,02-66215888,陳秋郎,中國信託商業銀行代理部,SYNCMOLD,"9F., No.168, Jiankang Rd.,Zhonghe Dist.New Taipei City 235, Taiwan (R.O.C.)",陳秋郎,台北市重慶南路一段83號5樓,02-66365566,information@syncmold.com.tw
20080124,林廷霜,台中市西屯區協和里工業區五路十三號,(04)2463-6500,1583,程泰機械股份有限公司,程泰,1150901,－ ,1094003720,109400372,19750928,新台幣                 10.0000元,52353530,0,05,黃國信,財務部經理,0,陳貴端,鍾欣妤,建智聯合會計師事務所,http://www.goodwaycnc.com/,1,(04)2463-6000,陳深祥,群益金鼎證券股份有限公司,GOODWAY,"13, 5th Road, Taichung  Industrial  Park,Taichung 40767, Taiwan, R.O.C.",楊舒涵,台北市大安區敦化南路二段97號B2,(02)2702-3999,1718@goodwaycnc.com.tw
20180416,蔡淑萍,(52861)彰化縣芳苑鄉後寮村工區路28號,(04)896-7907,1587,吉茂精密股份有限公司,吉茂,1150901,－ ,800556720,80055672,19840822,新台幣                 10.0000元,24157564,0,12,許乃龍,經理,0,王玉娟,賴志維,資誠聯合會計師事務所,www.cryomaxcooling.com,1,(04)896-7892,劉彥狄,宏遠證券股份有限公司,CM,"NO.28,KUNG-CHIU RD.,FANG-YUAN INDUSTRIAL DISTCHANGHUA,TAIWAN,R.O.C",劉彥狄,台北市大安區信義路四段236號3樓,02-7719-8899,info@cryomaxcooling.com
20120427,蔡青武,台北市內湖區新湖一路93號4樓,(02)2791-7808,1589,永冠能源科技集團有限公司,永冠-KY,1150901,KY 開曼群島                                                    ,1531359410,153135941,20080122,新台幣                 10.0000元,41048746,0,05,蔡樹根,副董事長,0,遴選繼任會計師,遴選繼任會計師,遴選繼任會計師,http://www.ygget.com/index/tw.aspx,1,(02)2791-7198,李熔,群益金鼎證券(股)公司股務代理部,YGG,"4F., No.93, Xinhu 1st Rd., Neihu Dist.Taipei City 114757, Taiwan (R.O.C.)",張賢銘,臺北市大安區敦化南路二段97號B2,(02)2702-3999,ygg@ygget.com
20101213,李懷文,台北市中山區民生東路三段10號9樓,(02)27197939,1590,亞德客國際集團,亞德客-KY,1150901,KY 開曼群島                                                    ,1999999980,199999998,20090916,新台幣                 10.0000元,53666460,0,05,曹永祥,集團副總經理,0,翁博仁,李麗凰,勤業眾信聯合會計師事務所,http://www.airtac.com/,1,(02)27197538,李懷文,中國信託商業銀行代理部,AIRTAC,"9F., No. 10, Sec. 3, Minsheng E. Rd., Zhongshan Dist.,Taipei City 104511 , Taiwan (R.O.C.)",王世忠,台北市中正區重慶南路一段83號五樓,(02)6636-5566,ir@airtac.com
20201223,許澄璞,74145 台南市新市區大利一路3號,(06)505-5959,1597,直得科技股份有限公司,直得,1150901,－ ,892618040,89261804,19981019,新台幣                 10.0000元,16755427,0,05,李柏蒼,財務長,0,田中玉,葉芳婷,資誠聯合會計師事務所,http://www.chieftek.com/,1,(06)505-5858,許明哲,富邦綜合證券股份有限公司,cpc,"No.3, Dali 1st Rd., Xinshi Dist.,Tainan City 74145,Taiwan (R.O.C.)",陳麗芬,10047台北市中正區許昌街17號11樓,(02)2361-1300,act07@mail2.chieftek.com
20160920,林佑霖,(104)台北市中山區松江路111號12樓,(02)25159963,1598,岱宇國際股份有限公司,岱宇,1150901,－ ,1791420920,179142092,19900602,新台幣                 10.0000元,23751545,0,37,邱源聲,副總經理,0,陳宗哲,鄒依芸,安侯建業聯合會計師事務所,http://www.dyaco.com,1,(02)25152288,陳明男,富邦證券股務代理部,Dyaco,"12F,NO.111, Songjiang Road,(104)Taipei, Taiwan",林佑穎,台北市中正區許昌街17號2樓,(02)2361-1300,investor@dyaco.com
19680603,吳鳳蘭,台北市中山區中山北路三段58號4樓,2598-7766,1603,中華電線電纜股份有限公司,華電,1150901,－ ,1916880000,191688000,19610223,新台幣                 10.0000元,35882520,0,06,蔡旭卿,法務室主管,0,吳獻恩,吳昆益,馬施云大華聯合會計師事務所,www.cwco.com.tw,1,2599-3456,陳鶴原,富邦綜合證券(股)公司股務代理部,CWCO,"4TH FLOOR NO.58, CHUNGSHAN NORTH ROAD, SEC. 3Taipei,Taiwan,R.O.C.",陳亮吟,台北市100中正區許昌街17號11樓,(02)2361-1300,acct@cwco.com.tw
19701214,高治誠,桃園市龜山區大華里頂湖26-3號,03-3275581,1604,聲寶股份有限公司,聲寶,1150901,－ ,3842000000,384200000,19620911,新台幣                 10.0000元,03607500,0,06,簡淑慧,財會處(協理),0,蘇郁琇,吳恪昌,勤業眾信聯合會計師事務所,www.sampo.com.tw,1,03-3975151,彭俊彥,元大證券股份有限公司,SAMPO,"No.26-3. Dinghu Rd, Gueishan Dist.,Taoyuan City 33378, Taiwan ( R.O.C)",君瑜投資有限公司,106 臺北市大安區敦化南路2段67號地下一樓,02-25865859,1604email@sampo.com.tw
19721103,潘思如,台北市信義區松智路1號25樓,(02)2720-2234,1605,華新麗華股份有限公司,華新,1150901,－ ,44313329480,4431332948,19661202,新台幣                 10.0000元,35412204,0,06,文德誠,董事長室特別助理,0,洪國田,陳文香,勤業眾信聯合會計師事務所,https://www.walsin.com,1,(02)8726-2211,王錫欽,本公司股務聯辦室,WALSIN,"25F, No.1, Songzhi Rd.,Taipei 11047, Taiwan",焦佑倫,台北市內湖區行善路398號8樓,(02)2790-5885,walsinspk@walsin.com
19880711,劉秀美,高雄巿前金區中正四路170號,07-2818871,1608,華榮電線電纜股份有限公司,華榮,1150901,－ ,6327735060,632773506,19561208,新台幣                 10.0000元,79460007,0,06,黃華志,總經理,0,陳永祥,蘇彥達,安侯建業聯合會計師事務所,http://www.hegroup.com.tw,1,07-2814161,黃華志,本公司股務課,HE,"170,CHUNG CHENG 4TH ROAD,KAOHSIUNG,TAIWAN,R.O.C.",王宏仁,台北巿南京東路三段210號11樓,02-27717611,he520@hegroup.com.tw
19881212,洪崇銘,台南市關廟區中山路二段249號,06-5958190,1609,大亞電線電纜股份有限公司,大亞,1150901,－ ,7852619440,785261944,19621107,新台幣                 10.0000元,68035907,0,06,陳重光,總管理處處總經理,0,吳乾萌,張鈞富,群智聯合會計師事務所,www.taya.com.tw,1,06-5953131,沈尚宜,凱基證券股份有限公司,TA YA,"249 Chung Shan Rd.,KuanMiao Dist, Tainan City,Taiwan,ROC",沈尚弘,台北市重慶南路一段二號五樓,02-23892999,stock@mail.taya.com.tw
19900116,王志崧,台北市行善路124號2樓,(02)27137111,1611,中國電器股份有限公司,中電,1150901,－ ,3227357420,322735742,19550201,新台幣                 10.0000元,03086001,0,06,黃至賢,經理,0,陳昭宇,謝東儒,勤業眾信聯合會計師事務所,http://www.chinaelectric.com.tw,1,(02)27191188,吳一麟,群益金鼎證券股份有限公司,CE,"2F, No. 124, Xingshan Road, Taipei CityTAIPEI,TAIWAN",廖銘輝,台北市大安區敦化南路二段97號B2,02-2702-3999,eservice@chinaelectric.com.tw
19930508,陳良驊,桃園市328觀音區樹林里國建一路2號,(02)27081100,1612,宏泰電工股份有限公司,宏泰,1150901,－ ,3160800630,316080063,19680808,新台幣                 10.0000元,43125162,0,06,潘少屏,營運長,0,劉榮進,楊弘斌,安永聯合會計師事務所,www.hong-tai.com.tw,1,(02)27011000,黎文斌,福邦證券(股)公司,HONG TAI,"20F., NO.65, SEC2,  DUNHUA S. RD., DA'AN DIST., TAIPEI CITY106, TAIWAN R.O.C.TAIPEI TAIWAN R.O.C.",久疆投資股份有限公司,100台北市中正區忠孝西路ㄧ段6號6樓,(02)2371-1658,managerdep@hong-tai.com.tw
19970918,陳建霖,台北市中山區松江路266號10F,(02)25119935,1614,台灣三洋電機股份有限公司,三洋電,1150901,－ ,2691134060,269113406,19630213,新台幣                 10.0000元,03564501,0,06,林張惠,協理,0,陳晉昌,廖福銘,資誠聯合會計師事務所,https://sanlux.com.tw/,1,(02)25210251,李文琳,華南永昌綜合證券股份有限公司,Taiwan Sanyo,"10F,NO. 266,Sung Chiang Road,Taipei,Taiwan,R.O.C",李文峰,台北市松山區民生東路四段54號4樓,(02)2718-6425,san3@sanyo.com.tw
20000330,謝彩芬,雲林縣斗六市雲林路三段369號,05-5220478,1615,大山電線電纜股份有限公司,大山,1150901,－ ,1986303390,198630339,19740415,新台幣                 10.0000元,64829434,0,06,張國忠,協理,0,陳盈如,郭柔蘭,安侯建業聯合會計師事務所,http://www.dahsan.com.tw,1,05-5222331,蘇文彬,凱基證券股份有限公司,Dah  San,"NO.369 Sec. 3 Yun-Lin Rd. Douliou CityYunlin County , Taiwan,(R.O.C)",蘇文彬,台北市重慶南路一段二號五樓,02-23892999,fin1615@dahsan.com.tw
20000911,鄒玫君,台北市中正區仁愛路二段九十一巷一號一樓,02-2321-3236,1616,億泰電線電纜股份有限公司,億泰,1150901,－ ,1941485150,194148515,19880321,新台幣                 10.0000元,22819700,0,06,王銀河,董事長,0,黃泳華,余聖河,安侯建業聯合會計師事務所,http://www.evertop.com,1,02-2321-8855,張程浩(代理),台新綜合證券股份有限公司,EVERTOP,"1F, No. 1, Lane 91, Sec. 2, Ren-Ai Rd.,Taipei 100 , Taiwan, R.O.C.",王銀河,台北市中山區建國北路1段96號地下1樓,02-2504-8125,evertopf@ms27.hinet.net
20000911,黃維民,台南市仁德區中正路三段231號,06-2700599,1617,榮星電線工業股份有限公司,榮星,1150901,－ ,1695147000,169514700,19710717,新台幣                 10.0000元,73341336,0,06,薛添得,協理,0,蘇彥達,許振隆,安侯建業聯合會計師事務所,http://www.jswire.com.tw,1,06-2705211,邱守基,中國信託商業銀行代理部,JSW,"231,Sec.3,Chung-Cheng RD.,Jen-Teh District ,Tainan CityTainan City,717 TAIWAN,R.O.C.",王東澤,台北市重慶南路一段83號5樓,02-66365566,frank@nt1.jswire.com.tw
20000911,林淑萍,台北市中山區復興南路一段36之9號3樓,02-23563700,1618,合機電線電纜股份有限公司,合機,1150901,－ ,1926917470,192691747,19890301,新台幣                 10.0000元,23206102,0,06,周亭儀,財務主管,0,莊文源,陳致源,勤業眾信聯合會計師事務所,WWW.HOLD-KEY.COM.TW,1,02-23956603,郭晉勳,康和綜合證券股份有限公司,HK,"3F., No. 36-9, Sec. 1, Fusing S. Rd., Jhongshan Dist., Taipei City 104, TaiwanTAIPEI,TAWAN,R.O.C.",李新政,台北巿信義區基隆路1段176號B1,02-87871888,ir@hold-key.com.tw
20260122,林雨萱,桃園市楊梅區梅獅路二段349巷3號,03-4817064,1623,大東電業廠股份有限公司,大東電,1150901,－ ,660000000,66000000,19620716,新台幣                 10.0000元,18523000,0,06,江美虹,財務長,0,余聖河,羅瑞芝,安侯建業聯合會計師事務所,http://tewc.com.tw/,2,03-4818138,楊博文,凱基證券股份有限公司股務代理部,TEWC,"No. 3, Ln. 349, Sec. 2, Meishi Rd.Taoyuan City, 326014, Taiwan(R.O.C.)",林志明,台北市中正區重慶南路一段2號5樓,02-23892999,tewc_ir@tewc.com.tw
20130321,史瑞斌,台南市新忠路11號,8675527643640,1626,艾美特(開曼)國際有限公司,艾美特-KY,1150901,KY 開曼群島                                                    ,1498217210,149821721,20040311,新台幣                 10.0000元,34995738,0,06,莊亞菘,集團投資關係室經理,0,王國華,吳建志,資誠聯合會計師事務所,www.airmate-china.com,1,8675527655988,史瑞斌,中國信託商業銀行代理部,AIRMATE,"NO.11 SHIN CHUNG ROAD, AN PING INDUSTRIAL DISTRICT,TAINAN.TAIWAN.R.O.CTAINAN.TAIWAN.R.O.C",史瑞斌,台北市重慶南路1段83號5樓,02- 6636 5566,yasung@airmate-china.net
19730530,尚待選任,台北市延平北路四段100號,(02)2535-1970,1702,南僑投資控股股份有限公司,南僑,1150901,－ ,2941329620,294132962,19500630,新台幣                 10.0000元,07305506,0,02,李勘文,總經理,0,吳仲舜,黃采絹,安侯建業聯合會計師事務所,https://www.namchow.com.tw/,1,(02)6619-3000,李勘文,中國信託商業銀行代理部,NAMCHOW,"NO.100 Yen-ping North Road,sec4TAIPEI,TAIWAN,ROC",陳正文,台北市重慶南路一段83號5樓,(02)6636-5566,ncgfin@ms4.hinet.net
19821220,許勝傑,桃園市平鎮區金陵路二段402號,03-4572128,1707,葡萄王生技股份有限公司,葡萄王,1150901,－ ,1481373730,148137373,19710401,新台幣                 10.0000元,11880517,0,22,洪俊銘,財務長兼公司治理主管,0,林尚志,&#28201;智源,勤業眾信聯合會計師事務所,http://www.grapeking.com.tw,1,03-4572121,曾盛麟,群益金鼎證券股份有限公司,GKB,"No.402, Sec. 2, Jinling Rd.Pingzhen Dist., Taoyuan City 324, Taiwan",曾盛麟,10601台北市大安區敦化南路二段97號B2,02-27023999,gkishares@grapeking.com.tw
19860616,李燕玲,台北市敦化南路2段99號23樓,27043380,1708,東南實業股份有限公司,東鹼,1150901,－ ,2490016510,249001651,19570302,新台幣                 10.0000元,11384405,0,21,朱經雲,經理,0,黃明宏,陳雅琳,安侯建業聯合會計師事務所,www.sesoda.com.tw,1,27047272,劉志勇,中國信託商業銀行代理部,SESODA,"23F,No.99 ,Sec 2,Dunhua S. RD.,Taipei, Taiwan",陳榮元,台北市重慶南路1段83號5樓,(02)6636-5566,taipei@sesoda.com.tw
19860703,林峰瑩,台北市萬華區柳州街80號7樓,02-25071664,1709,和益化學工業股份有限公司,和益,1150901,－ ,4770162720,477016272,19730621,新台幣                 10.0000元,04312878,0,21,林立人,資深協理,0,莊文源,李東峰,勤業眾信聯合會計師事務所,http://www.fucc.com.tw,1,02-25071234,李宏德,華南永昌綜合證券股務代理部,FUCC,"7F.,NO. 80, LIUZHOU ST., WANHUA DIST.,TAIPEI,TAIWAN R.O.C",黃勝材,台北市松山區民生東路四段54號4樓,02-2718-6425,fucc@fucc.com.tw
19871021,蔣中瑋,台北市復興北路101號13樓,02-27191858,1710,東聯化學股份有限公司,東聯,1150901,－ ,8857030290,885703029,19751222,新台幣                 10.0000元,14057995,0,21,俞瀛琁,協理,0,陳培德,劉紋伶,勤業眾信會計師事務所,http://www.oucc.com.tw,1,02-27193333,蔡錫津,亞東證券,OUCC,13TH FL. 101 FU-HSING N. RD.TAIPEI R.O.C,徐旭東,新北市板橋區新站路16號13樓,02-77531699,ir@oucc.com.tw
19881227,李明文,台北市敦化南路二段77號5~6樓,02-27081254,1711,臺灣永光化學工業股份有限公司,永光,1150901,－ ,5477522260,547752226,19720907,新台幣                 10.0000元,15458455,0,21,翁國彬,財務處處長,0,黃明宏,鄭博仁,安侯建業聯合會計師事務所,https://www.ecic.com/,1,(02)27066006,陳偉望,兆豐證券股務代理部,EVERLIGHT,"5~6Floor,No.77,Sec.2,Tun Hua South RoadTaipei,Taiwan,Republic of China",陳建信,台北市忠孝東路二段95號1樓,02-33930898,finance@ecic.com.tw
19891214,賴慧娟,臺中市大肚區南榮路101號1樓,04-26937639,1712,興農股份有限公司,興農,1150901,－ ,4204925850,420492585,19631120,新台幣                 10.0000元,51911712,0,21,余奎儒,投資人關係主管,0,蔣淑菁,劉力維,勤業眾信聯合會計師事務所,www.sinon.com.tw,1,04-26933841,李乾&#29641;,群益金鼎證券股份有限公司,SINON,"No.101, Nanrong Road, Dadu District,Taichung City 43245, Taiwan (R.O.C.)",劉雲松,台北市敦化南路二段97號地下二樓,02-27023999,stock@sinon.com.tw
19900131,蔡淑貞,台北市忠孝東路四段320號12樓,(02)27520332,1713,國泰化工廠股份有限公司,國化,1150901,－ ,1509517000,150951700,19621211,新台幣                 10.0000元,03375001,0,21,洪志成,總經理,0,王甯寬,王瑄瑄,安永聯合 會計師事務所,www.ccwi.com.tw,2,(02)27811161,洪志成,兆豐證券(股)公司股務代理部,CCW,"12F,320,Section 4, Chung Hsiao East RoadTaipei,Taiwan",應柔爾,台北市忠孝東路二段95號1樓,(02)33930898,cathay@cathaychem.com.tw
19910830,廖淑惠,高雄市仁武區竹後里竹工二巷1號,89769269,1714,和桐化學股份有限公司,和桐,1150901,－ ,9918248080,991824808,19800801,新台幣                 10.0000元,12526607,0,21,江道為,轉投資事業部經理,0,徐明釧,涂展源,資誠聯合會計師事務所,www.htgroup.com.tw,1,89769268,陳怡如,和桐化學股份有限公司,HO TUNG,"No.1, Zhugong 2nd Ln., Renwu Dist.,Kaohsiung City, Taiwan (R.O.C.)",張立秋,新北市五股區中興路一段六號1樓,89769289,jasper.chiang@htgroup.com.tw
19940331,朱瑞欣,高雄市三民區建工路578號,07-3898133,1717,長興材料工業股份有限公司,長興,1150901,－ ,11842454830,1184245483,19641203,新台幣                 10.0000元,75339004,0,21,劉秉誠,財務長,0,王兆群,劉裕祥,勤業眾信聯合會計師事務所,https://www.eternal-group.com/Home,1,07-3838181,廖恒寧,統一綜合證券股份有限公司,ETERNAL,"578 CHIEN-KUNG RD.KAOHSIUNG,TAIWAN",高國倫,台北市松山區東興路8號B1,02-27463797,investor@eternal-group.com
19631202,吳莉雯,高雄市大社區經建路8號,02-23972549,1718,中國人造纖維股份有限公司,中纖,1150901,－ ,16859057450,1685905745,19550511,新台幣                 10.0000元,07066907,0,21,吳宏揚,副總經理,0,劉書琳,王攀發,勤業眾信聯合會計師事務所,www.cmfc.com.tw,1,02-23937111,王皆誼,本公司股務課,CMFC,"NO.8, JINGJIAN RD., DASHE DIST.,KAOHSIUNG, TAIWAN",王貴賢,台北市新生南路一段五十號十一樓,02-23937111,tommy-wang@cmfc.com.tw
19951212,陳淑華,台南市新營區土庫里土庫6-20號,066352817,1720,生達化學製藥股份有限公司,生達,1150901,－ ,1965656980,196565698,19670630,新台幣                 10.0000元,71122503,0,22,范滋庭,總經理,0,葉芳婷,徐惠榆,資誠聯合會計師事務所,http://www.standard.com.tw,1,(06)636-1516,范滋庭,台新綜合證券(股)公司股務代理部,S.C.P.C,"No.6-20,Tuku.,Tuku VillageSinying Dist.,Tainan City 73055,Taiwan",范滋庭,台北市中山區建國北路1段96號地下1樓,0225048125,Chang.Chinwen@standard.com.tw
19960516,王婷渝,台中市西區中興街229號5樓,(04)23109292,1721,國慶科技股份有限公司,三晃,1150901,－ ,1848840920,184884092,19741231,新台幣                 10.0000元,55738290,0,21,洪廷宜,管理部經理,19168520,柯雅婷,黃子評,安永聯合會計師事務所,http://www.sunko.com.tw,1,(04)23215616,張俊彬,永豐金證券股份有限公司,SUNKO,"5F., NO. 229, ZHONGXING ST., WEST DISTTAICHUNG CITY 403, TAIWAN  R.O.C",黃亭棣,台北市中正區博愛路17號3樓,02-23816288,sunko@sunko.com.tw
19980324,黃美玲,台北市南港區經貿一路170號17樓,2563-4597,1722,台灣肥料股份有限公司,台肥,1150901,－ ,9800000000,980000000,19460501,新台幣                 10.0000元,03795101,0,21,鍾俊銘,副總經理,0,陳宗哲,黃欣婷,安侯建業聯合會計師事務所,www.taifer.com.tw,1,25422231,陳右欣,福邦證券股份有限公司股務代理部,TFC,"17F., No. 170, Jingmao 1st Rd., Nangang Dist.,TAIPEI, TAIWAN, R.O.C",張滄郎,台北市中正區忠孝西路一段6號6樓,02-23711658,tfcf0001@ms22.hinet.net
19981127,郭麗莉,高雄市前鎮區成功二路88號25樓,07-5354706,1723,中鋼碳素化學股份有限公司,中碳,1150901,－ ,2369044800,236904480,19890203,新台幣                 10.0000元,23221384,0,21,陳宜宏,副總經理,0,王兆群,廖鴻儒,勤業眾信會計師事務所,www.cscc.com.tw,1,(07)3383515,曾文良,群益金鼎證券股份有限公司,CSCC,"25F,88 Chengong 2nd Rd,QianzhenKaohsiung,ROC",黃建智,106台北巿大安區敦化南路2段97號B2,(02)2703-5000,lilykuo@e-cscc.com.tw
20000911,李文堯,台北市民生東路四段五十四號三樓之三,02-27187995,1725,元禎企業股份有限公司,元禎,1150901,－ ,1818299780,181829978,19770720,新台幣                 10.0000元,12132033,0,21,張慶農,協理,0,陳&#34103;旬,張淳儀,勤業眾信聯合會計師事務所,http://www.yuanjen.com/,1,(02)27172222,姚永康,華南永昌綜合證券(股)股務代理部,YJE,"3-3FL.,NO.54,SEC.4,MIN SHENG EAST ROADTAIPEI,TAIWAN,R.O.C.",許元禎,台北市民生東路四段五十四號四樓,02-27186425,042@yuanjen.com.tw
20000911,張德仁,高雄市小港區沿海三路26、28號,07-8715443,1726,永記造漆工業股份有限公司,永記,1150901,－ ,1620000000,162000000,19570529,新台幣                 10.0000元,75137605,0,21,張豐利,總經理,0,劉裕祥,郭麗園,勤業眾信聯合會計師事務所,www.rainbowpaint.com.tw,1,07-8713181,張豐利,群益金鼎證券股份有限公司,Y.C.P.,"No. 26,28, Yanhai 3rd Rd., Xiaogang Dist., Kaohsiung City, TaiwanTAIWAN,R.O.C.",張德仁,台北市敦化南路二段97號地下二樓,02-27023999,1620@mail.rainbowpaint.com.tw
20000911,程清安,桃園市觀音區樹林里工業五路15號,03-4761316,1727,臺灣中華化學工業股份有限公司,中華化,1150901,－ ,1280195590,128019559,19561030,新台幣                 10.0000元,03558206,0,21,干凱恩,總經理,0,高國晟,許伯彥,大中國際聯合會計師事務所,www.chciw.com.tw,2,03-4761266,干凱恩,永豐金證券股份有限公司,CHCIW,"No.15, Gongye 5th Rd., Guanyin Dist., Taoyuan City 328, Taiwan (R.O.C.)TAOYUAN, TAIWAN, R.O.C",干文元,台北市中正區博愛路17號3樓,02-23816288,chung-hwa@chciw.com.tw
20010917,謝&#21647;邑,台北市大同區承德路三段230號13樓,2594-4800,1730,花仙子企業股份有限公司,花仙子,1150901,－ ,632338510,63233851,19830524,新台幣                 10.0000元,07708830,0,21,王佳郁,副董事長,0,林松樹,張亞荃,國富浩華聯合會計師事務所,WWW.FARCENT.COM.TW,1,2592-2860,王佳郁,中國信託商業銀行,FARCENT,"13F, NO.230, SEC. 3, CHENGDE RD., DA TONG DIST.TAIPEI, TAIWAN.",蔡心心,台北市重慶南路一段83號五樓,(02)66365566,sam_hsieh@farcent.com.tw
20010917,陳昭明,台北市復興北路167號5樓,02-2715-2181,1731,美吾華股份有限公司,美吾華,1150901,－ ,1329152440,132915244,19761001,新台幣                 10.0000元,14089976,0,22,賴育儒,總經理,0,虞成全,尤盟貴,勤業眾信聯合會計師事務所,http://www.maywufa.com.tw,1,02-2713-6621,賴育儒,福邦證券股份有限公司,Maywufa,"Fl. 5, No. 167, Fu-shing N. Rd.,Taipei, Taiwan, ROC.",李成家,台北市中正區忠孝西路一段６號６樓,02-2371-1658,ann.chen@maywufa.com.tw
20010917,趙佳玲,新竹縣湖口鄉實踐路19號,(02)8976-2715,1732,毛寶股份有限公司,毛寶,1150901,－ ,424439570,42443957,19781206,新台幣                 10.0000元,34245356,0,21,陳宣汝,經理,0,馮敏娟,林雅慧,資誠聯合會計師事務所,www.maobao.com.tw,1,(02)8976-2277,陳逸弘,中國信託商業銀行代理部,Mao Bao,"19F., No. 97,   Sec. 4, Chongsin Rd., Sanchong CityTaipei County, 241, Taiwan (R.O.C.)",吳瑞華,台北市重慶南路一段八十三號五樓,(02)6636-5566,iris@maobao.com.tw
20010917,朱營祥,新竹科學園區新竹巿力行五路七號,03567-8302,1733,五鼎生物技術股份有限公司,五鼎,1150901,－ ,999501920,99950192,19971202,新台幣                 10.0000元,16130182,0,22,吳純慧,管理部副總,0,張雅芸,陳明煇,勤業眾信會計師事務所,www.apexbio.com.tw,1,03-5641952,沈燕士,台新綜合證券(股)公司股務代理部,ApexBio,"No.7,Li-Hsin Rd.V, Hsinchu Science Park,Hsinchu,Taiwan, ROC",沈燕士,台北市建國北路一段96號地下一樓,02-25048125,info@apexbio.com
